,text,annoations
111,"Autres Atouts Responsable Capacité à travailler sous pression, seul et en équipe Méticuleux Orienté solution et résultat Bonne gestion du temps Sens des priorités","[(92, 120, 'SKILL'), (144, 162, 'SKILL'), (14, 25, 'SKILL'), (26, 61, 'SKILL'), (63, 91, 'SKILL'), (121, 143, 'SKILL')]"
112,"Atouts Adaptabilité, esprit d équipe, sens du relationnel, intelligence émotionnelle, gestion d équipe.","[(7, 19, 'SKILL'), (21, 36, 'SKILL'), (38, 57, 'SKILL'), (59, 84, 'SKILL'), (86, 102, 'SKILL')]"
113,Domaines de compétences Sens de la communication Techniques d animation de groupes Capacité à travailler en équipe Sens de l initiative,"[(24, 48, 'SKILL'), (49, 82, 'SKILL'), (115, 135, 'SKILL'), (83, 114, 'SKILL')]"
114,COMPÉTENCES CLÉS - Gestion du stress - Travail en équipe - Esprit Analytique et fort Sens d écoute.,"[(19, 36, 'SKILL'), (39, 56, 'SKILL'), (59, 76, 'SKILL'), (80, 98, 'SKILL')]"
115,"ATOUTS Organisée, ponctuelle, méthodique. Esprit d écoute, d initiation, de créativité et d analyse, Sens de responsabilité.","[(30, 40, 'SKILL'), (101, 123, 'SKILL'), (7, 16, 'SKILL'), (18, 28, 'SKILL'), (42, 57, 'SKILL'), (61, 71, 'SKILL'), (76, 86, 'SKILL'), (92, 99, 'SKILL')]"
116,QUALITÉS PERSONNELS Rêveur - Esprit d'équipe - Sens de l'humour.,"[(20, 26, 'SKILL'), (29, 44, 'SKILL'), (47, 63, 'SKILL')]"
117,Savoir-être o Capacité d écoute o Grande disponibilité o Persévérance et force de conviction,"[(14, 31, 'SKILL'), (34, 54, 'SKILL'), (57, 69, 'SKILL'), (73, 92, 'SKILL')]"
118,QUALITES Capacité d adaptation Travail en équipe Esprit initiative Bonne présentation,"[(9, 30, 'SKILL'), (31, 48, 'SKILL'), (49, 66, 'SKILL'), (67, 85, 'SKILL')]"
119,Qualités personnelles Sens des Responsabilités. Dynamisme. Esprit d équipe. Facilité de communication.,"[(22, 46, 'SKILL'), (48, 57, 'SKILL'), (59, 74, 'SKILL'), (76, 101, 'SKILL')]"
120,COMPETENCES PERSONNELLES Esprit d équipe Autonomie Esprit d analyse Communication,"[(25, 40, 'SKILL'), (41, 50, 'SKILL'), (51, 67, 'SKILL'), (68, 81, 'SKILL')]"
121,Sens de responsabilité. Sens d organisation. Esprit de travail en groupe. Facilité d adaptation et d intégration dans l entreprise.,"[(0, 22, 'SKILL'), (24, 43, 'SKILL'), (45, 72, 'SKILL'), (74, 130, 'SKILL')]"
122,Aisance relationnelle Sens de l'écoute Engagement et disponibilité Compréhension et intégration faciles,"[(0, 21, 'SKILL'), (22, 38, 'SKILL'), (39, 49, 'SKILL'), (53, 66, 'SKILL'), (67, 80, 'SKILL'), (84, 103, 'SKILL')]"
123,Atouts Capacité d adaptation Esprit d équipe Dynamisme,"[(7, 28, 'SKILL'), (29, 44, 'SKILL'), (45, 54, 'SKILL')]"
124,"Atouts Esprit d'équipe , Actif , Motivé , Volontaire","[(7, 22, 'SKILL'), (25, 30, 'SKILL'), (33, 39, 'SKILL'), (42, 52, 'SKILL')]"
125,"Atouts Personnel Dynamique, autonome, esprit d équipe, sens de responsabilités","[(17, 26, 'SKILL'), (28, 36, 'SKILL'), (38, 53, 'SKILL'), (55, 78, 'SKILL')]"
126,PERSONAL SKILLS Organisation et capacité d adaptation Esprit d analyse et de synthèse Autonomie et esprit d équipe.,"[(32, 53, 'SKILL'), (54, 85, 'SKILL'), (86, 95, 'SKILL'), (99, 114, 'SKILL'), (16, 28, 'SKILL')]"
127,COMPÉTENCES PERSONNELLES Créativité Motivation Organisation Travail en équipe,"[(25, 35, 'SKILL'), (36, 46, 'SKILL'), (47, 59, 'SKILL'), (60, 77, 'SKILL')]"
128,QUALITÉS Esprit d équipe autonomie sens de responsabilité et d organisation dynamique sérieux facilité d'adaptation aux di érentes situations.,"[(9, 24, 'SKILL'), (25, 34, 'SKILL'), (35, 75, 'SKILL'), (76, 85, 'SKILL'), (86, 93, 'SKILL'), (94, 141, 'SKILL')]"
129,"Autres Atouts Responsable Capacité à travailler sous pression, seul et en équipe Méticuleux Orienté solution et résultat Bonne gestion du temps Sens des priorités","[(92, 120, 'SKILL'), (144, 162, 'SKILL'), (14, 25, 'SKILL'), (26, 61, 'SKILL'), (121, 143, 'SKILL')]"
130,Qualités P ersonnelles Travail en groupe Sens de responsabilité Sérieuse Dynamique,"[(23, 40, 'SKILL'), (73, 82, 'SKILL'), (41, 63, 'SKILL'), (64, 72, 'SKILL')]"
131,ATOUTS Sens de responsabilité Sens d organisation dynamisme ponctualité,"[(7, 29, 'SKILL'), (30, 49, 'SKILL'), (50, 59, 'SKILL'), (60, 71, 'SKILL')]"
132,"Aptitudes Très bonne capacité d apprentissage, de formation, et de travail en équipe. Excellente qualité d analyse et sens de l organisation, patient et respectueux. Mobilité nationale et internationale.","[(10, 45, 'SKILL'), (67, 84, 'SKILL'), (50, 59, 'SKILL'), (86, 114, 'SKILL'), (118, 140, 'SKILL'), (142, 149, 'SKILL'), (153, 164, 'SKILL'), (166, 202, 'SKILL')]"
133,COMPETENCE Esprit de communication. Bonne qualité morale. Capacité de travailler en équipe,"[(11, 34, 'SKILL'), (36, 56, 'SKILL'), (58, 90, 'SKILL')]"
134,"Qualités personnelles Capacités d'analyse et de synthèse. capacités d'organisation et de planification. Bon relationnel, sens de responsabilité, de l'initiative, de la communication et de l'adaptation au changement. Rigoureux, autonome, disponibilitée dynamique.","[(58, 102, 'SKILL'), (104, 119, 'SKILL'), (216, 225, 'SKILL'), (227, 235, 'SKILL'), (237, 261, 'SKILL'), (22, 56, 'SKILL'), (188, 214, 'SKILL'), (121, 181, 'SKILL')]"
135,"Esprit d équipe, Dynamique, Responsable, Motivé","[(0, 15, 'SKILL'), (17, 26, 'SKILL'), (28, 39, 'SKILL'), (41, 47, 'SKILL')]"
136,"AUTRES Facilité d adaptation, sens de responsabilité, et esprit d équipe.","[(30, 52, 'SKILL'), (57, 72, 'SKILL'), (7, 28, 'SKILL')]"
137,"Atouts Sérieux, dynamique, esprit d équipe.","[(16, 25, 'SKILL'), (27, 42, 'SKILL'), (7, 14, 'SKILL')]"
138,"Divers Forte capacité de travail, esprit de responsabilité. Mentalité de création et de développement. Dynamique, esprit d équipe.","[(13, 32, 'SKILL'), (34, 58, 'SKILL'), (60, 101, 'SKILL'), (103, 112, 'SKILL'), (114, 129, 'SKILL')]"
139,"Motivé, Dynamique, Autonome, Esprit d équipe.","[(8, 17, 'SKILL'), (19, 27, 'SKILL'), (29, 44, 'SKILL'), (0, 6, 'SKILL')]"
140,"Compétences personnelles Sens de l organisation,autonomie,résistance au stress, Esprit d'initiative et travail d équipe.","[(25, 47, 'SKILL'), (80, 99, 'SKILL'), (103, 119, 'SKILL'), (48, 57, 'SKILL'), (58, 78, 'SKILL')]"
141,"Motivé, Dynamique, Autonome, Esprit d équipe.","[(8, 17, 'SKILL'), (19, 27, 'SKILL'), (29, 44, 'SKILL'), (0, 6, 'SKILL')]"
142,"Possibilité de travailler individuellement ou en équipe, et Bon sens d organisation. Capacité de suivre des instructions complexes. Bonne gestion de temps et des priorités. Respect des deadlines. Capacité d autoformation","[(0, 55, 'SKILL'), (60, 83, 'SKILL'), (85, 130, 'SKILL'), (132, 171, 'SKILL'), (173, 194, 'SKILL'), (196, 220, 'SKILL')]"
143,"Dynamique, Sens de responsabilité, esprit d'équipe","[(11, 33, 'SKILL'), (35, 50, 'SKILL'), (0, 9, 'SKILL')]"
144,"Compétences Transverses Leadership et esprit d'entreprise Gérer et anticiper, Sens Relationnel Adaptabilité et Flexibilité Créativité, sens de l'innovation.","[(24, 34, 'SKILL'), (38, 57, 'SKILL'), (58, 76, 'SKILL'), (78, 94, 'SKILL'), (95, 107, 'SKILL'), (111, 122, 'SKILL'), (123, 133, 'SKILL'), (135, 155, 'SKILL')]"
145,"Responsable, rigoureux","[(0, 11, 'SKILL'), (13, 22, 'SKILL')]"
146,autonome et créatif,"[(0, 8, 'SKILL'), (12, 19, 'SKILL')]"
147,"Personnalité Ponctualité, Motivation, Capacité d adaptation","[(13, 24, 'SKILL'), (26, 36, 'SKILL'), (38, 59, 'SKILL')]"
148,COMPETENCES Prise d'initiatives et résolution de problèmes. Facilité d'adaptation et d'apprentissage. Aptitude à travailler en équipe.,"[(12, 31, 'SKILL'), (35, 58, 'SKILL'), (60, 100, 'SKILL'), (102, 133, 'SKILL')]"
149,"Polyvalente, dynamique avec forte capacité de travail .","[(0, 11, 'SKILL'), (13, 22, 'SKILL'), (28, 53, 'SKILL')]"
150,Personal skills and competences Social skills Spirit team Sociable Autonomy,"[(32, 45, 'SKILL'), (46, 57, 'SKILL'), (67, 75, 'SKILL'), (58, 66, 'SKILL')]"
151,Atouts personnels Travail en groupe et travail professionnelle Sens de responsabilité et ècoute active Esprit de responsabilitè et d èquipe Sens de crèativitè Dynamique Sérieux,"[(18, 35, 'SKILL'), (39, 62, 'SKILL'), (63, 85, 'SKILL'), (89, 102, 'SKILL'), (103, 139, 'SKILL'), (140, 158, 'SKILL'), (159, 168, 'SKILL'), (169, 176, 'SKILL')]"
152,QUALITÉS CRÉATIVITÉ PASSION INITIATIVE MOTIVATION,"[(9, 19, 'SKILL'), (20, 27, 'SKILL'), (28, 38, 'SKILL'), (39, 49, 'SKILL')]"
153,Atouts - Facilité de communication. - Capacité d adaptation. - Esprit d initiative. - Esprit travail en équipe. - Sens de responsabilité. - Sociabilité.,"[(9, 34, 'SKILL'), (38, 59, 'SKILL'), (63, 82, 'SKILL'), (114, 136, 'SKILL'), (140, 151, 'SKILL'), (86, 110, 'SKILL')]"
154,"Points forts Méthodique, rigoureuse, Autonomie et capacité d'apprentissage","[(13, 23, 'SKILL'), (25, 35, 'SKILL'), (37, 46, 'SKILL'), (50, 74, 'SKILL')]"
155,Aptitudes Professionnelles Esprit de travail en Groupe La Pertinence L 'abnégation La Rigueur Sens de responsabilité. Facilité d'adaptation et d'intégration. réaliser les missions et être disponible pour les tâches qui m'a sont confiées,"[(94, 116, 'SKILL'), (27, 54, 'SKILL'), (55, 68, 'SKILL'), (69, 82, 'SKILL'), (83, 93, 'SKILL'), (118, 156, 'SKILL')]"
156,QUALITES HUMAINES Sens relationnel Sens de l écoute Sens de l éthique Confiance en soi,"[(18, 34, 'SKILL'), (35, 51, 'SKILL'), (52, 69, 'SKILL'), (70, 86, 'SKILL')]"
157,QUALITÉS Capacité d apprentissage Facilité d intégration Esprit d'équipe Calme,"[(9, 33, 'SKILL'), (34, 56, 'SKILL'), (57, 72, 'SKILL'), (73, 78, 'SKILL')]"
158,ATOUTS PERSONNELS Créativité Originalité Interactivité Organisation,"[(18, 28, 'SKILL'), (29, 40, 'SKILL'), (41, 54, 'SKILL'), (55, 67, 'SKILL')]"
159,"Capacité d adaptation, dynamisme, travail en équipe.","[(0, 21, 'SKILL'), (23, 32, 'SKILL'), (34, 51, 'SKILL')]"
160,"DOMAINES DE COMPETENCE Bonne capacité de travail, mobilité géographique, bon sens d écoute. Esprit d initiative et travail en groupe. Rapidité d apprentissage et dynamique. Sociable, volontaire et patiente","[(50, 71, 'SKILL'), (73, 90, 'SKILL'), (92, 111, 'SKILL'), (115, 132, 'SKILL'), (134, 158, 'SKILL'), (162, 171, 'SKILL'), (173, 181, 'SKILL'), (183, 193, 'SKILL'), (23, 48, 'SKILL'), (197, 205, 'SKILL')]"
161,"Esprit managérial Communication efficace Gestion d équipe Gestion des problèmes Optimisation de la productivité Travail en équipe Méthdes de gestion de projet Agile, classique, PERT , Développement d une stratégie et planification Elaboration d un business plan","[(0, 17, 'SKILL'), (18, 40, 'SKILL'), (41, 57, 'SKILL'), (58, 79, 'SKILL'), (80, 111, 'SKILL'), (112, 129, 'SKILL'), (159, 164, 'SKILL'), (177, 181, 'SKILL'), (184, 213, 'SKILL'), (217, 230, 'SKILL'), (231, 261, 'SKILL'), (130, 158, 'SKILL')]"
162,"CENTRES D INTERETS Autoformation, Freelance Autonome, Capacité d adaptation, Esprit D équipe, Leadership, Motivé, Dynamique et Responsable","[(19, 32, 'SKILL'), (34, 43, 'SKILL'), (54, 75, 'SKILL'), (77, 92, 'SKILL'), (94, 104, 'SKILL'), (106, 112, 'SKILL'), (114, 123, 'SKILL'), (127, 138, 'SKILL'), (44, 52, 'SKILL')]"
163,"Points forts Ponctualité, Persévérance, Rigueur et qualité d exécution, Adaptabilité, Implication personnelle, Organisation, Relationnel, Polyvalence.","[(13, 24, 'SKILL'), (26, 38, 'SKILL'), (40, 47, 'SKILL'), (51, 70, 'SKILL'), (72, 84, 'SKILL'), (86, 109, 'SKILL'), (111, 123, 'SKILL'), (125, 136, 'SKILL'), (138, 149, 'SKILL')]"
164,PERSONALLITE Créative Sens de l écoute Sérieuse,"[(13, 21, 'SKILL'), (22, 38, 'SKILL'), (39, 47, 'SKILL')]"
165,Personnelles Esprit d équipe Organisée Responsable,"[(39, 50, 'SKILL'), (13, 28, 'SKILL'), (29, 38, 'SKILL')]"
166,Atouts Travail d'équipe Rigueur Attention aux détails Responsabilité,"[(7, 23, 'SKILL'), (24, 31, 'SKILL'), (32, 53, 'SKILL'), (54, 68, 'SKILL')]"
167,Personalité Sens de l écoute Sérieux Leadership,"[(12, 28, 'SKILL'), (37, 47, 'SKILL'), (29, 36, 'SKILL')]"
168,"Profil Rigueur, Sens de responsabilité Esprit de l initiative, Réactivité, Courtoisie Aisance relationnelle, Facilité d adaptation.","[(7, 14, 'SKILL'), (16, 38, 'SKILL'), (39, 61, 'SKILL'), (63, 73, 'SKILL'), (75, 85, 'SKILL'), (86, 107, 'SKILL'), (109, 130, 'SKILL')]"
169,Créatif Innovant Sérieux Esprit d'équipe,"[(25, 40, 'SKILL'), (0, 7, 'SKILL'), (8, 16, 'SKILL'), (17, 24, 'SKILL')]"
170,COMPETENCES Esprit d'Analyse Esprit de synthèse Esprit critique,"[(12, 28, 'SKILL'), (29, 47, 'SKILL'), (48, 63, 'SKILL')]"
171,COMPÉTENCES PERSONNELLES Créativité Motivation Web Design Organisation Travail en équipe,"[(25, 35, 'SKILL'), (36, 46, 'SKILL'), (47, 57, 'SKILL'), (58, 70, 'SKILL'), (71, 88, 'SKILL')]"
172,Atouts - Facilité de communication. - Capacité d adaptation. - Esprit d initiative. - Esprit travail en équipe. - Sens de responsabilité. - Sociabilité.,"[(9, 34, 'SKILL'), (38, 59, 'SKILL'), (63, 82, 'SKILL'), (114, 136, 'SKILL'), (140, 151, 'SKILL'), (86, 110, 'SKILL')]"
173,Analyse Curiosité Créativité Communication WordPress Self-motivation,"[(0, 7, 'SKILL'), (8, 17, 'SKILL'), (18, 28, 'SKILL'), (29, 42, 'SKILL'), (43, 52, 'SKILL'), (53, 68, 'SKILL')]"
174,PERSONNALITÉ Créativité Communication Sérieux Sens del écoute,"[(13, 23, 'SKILL'), (46, 61, 'SKILL'), (24, 37, 'SKILL'), (38, 45, 'SKILL')]"
175,Sens du management goût pour le travail en équipe,"[(0, 18, 'SKILL'), (19, 49, 'SKILL')]"
176,Atouts Team leader Autodidacte Problem solver,"[(7, 18, 'SKILL'), (19, 30, 'SKILL'), (31, 45, 'SKILL')]"
177,"QUALITES PROFESSIONNELLES Travailleur et persévérant, je porte un vif intérêt pour la connaissance et l apprentissage de nouvelles techniques afin d étendre mes domaines de compétence. Polyvalent et ouvert d esprit, je peux m adapter rapidement à des situations variées au sein d une équipe.","[(26, 37, 'SKILL'), (41, 52, 'SKILL'), (185, 195, 'SKILL'), (199, 214, 'SKILL')]"
178,"Sens de responsabilité,autonomie, curiosité, engagement et esprit d'équipe","[(0, 22, 'SKILL'), (34, 43, 'SKILL'), (45, 55, 'SKILL'), (59, 74, 'SKILL'), (23, 32, 'SKILL')]"
179,"Les qualités relationnelles La rigueur, la polyvalence, le dynamisme, le sens d organisation et l esprit d équipe.","[(31, 38, 'SKILL'), (43, 54, 'SKILL'), (59, 68, 'SKILL'), (98, 113, 'SKILL'), (73, 92, 'SKILL')]"
180,Qualités Professionnelles Ecoute et négociation Orientation client Travail en équipe Communication Esprit d'initiative,"[(26, 32, 'SKILL'), (36, 47, 'SKILL'), (48, 66, 'SKILL'), (67, 84, 'SKILL'), (85, 98, 'SKILL'), (99, 118, 'SKILL')]"
181,COMPÉTENCE PERSONNEL Sociabilité Créativité Curieusité Responsabilité Organisation,"[(21, 32, 'SKILL'), (33, 43, 'SKILL'), (44, 54, 'SKILL'), (55, 69, 'SKILL'), (70, 82, 'SKILL')]"
182,PERSONAL SKILLS Sociability Creativity Curiosity Responsibility Organization,"[(16, 27, 'SKILL'), (28, 38, 'SKILL'), (39, 48, 'SKILL'), (49, 63, 'SKILL'), (64, 76, 'SKILL')]"
183,Personnalité Curieux Ambitieux Sens du contact,"[(31, 46, 'SKILL'), (13, 20, 'SKILL'), (21, 30, 'SKILL')]"
184,Personnalité Créative Leader Sens de l'écoute Sérieuse,"[(13, 21, 'SKILL'), (22, 28, 'SKILL'), (29, 45, 'SKILL'), (46, 54, 'SKILL')]"
185,QUALITES Discipline Persévérance Motivation Créativité Esprit d équipe Organisation,"[(9, 19, 'SKILL'), (20, 32, 'SKILL'), (33, 43, 'SKILL'), (44, 54, 'SKILL'), (55, 70, 'SKILL'), (71, 83, 'SKILL')]"
186,Atouts Mon Atout de Capacité à travailler en équipe tout en Personnalité faisant preuve d autonomie. Curieux.,"[(20, 51, 'SKILL'), (90, 99, 'SKILL'), (101, 108, 'SKILL')]"
187,"PERSONNALITE - Esprit d analyse et de synthèse - Esprit d équipe et communicatif - Ponctuel, organisé et impliqué","[(49, 64, 'SKILL'), (68, 80, 'SKILL'), (83, 91, 'SKILL'), (93, 101, 'SKILL'), (15, 46, 'SKILL'), (105, 113, 'SKILL')]"
188,"ATOUTS Résponsabilité , Organisation, Créativité ,Sérieux","[(7, 21, 'SKILL'), (24, 36, 'SKILL'), (38, 48, 'SKILL'), (50, 57, 'SKILL')]"
189,Aptitudes - Pensée critique et résolution de problèmes - Agilité et adaptabilité - Sens de l organisation - Curiosité et imagination,"[(12, 27, 'SKILL'), (31, 54, 'SKILL'), (57, 64, 'SKILL'), (68, 80, 'SKILL'), (83, 105, 'SKILL'), (108, 117, 'SKILL'), (121, 132, 'SKILL')]"
190,"Atouts Esprit d'équipe , Actif , Motivé , Volontaire","[(7, 22, 'SKILL'), (25, 30, 'SKILL'), (33, 39, 'SKILL'), (42, 52, 'SKILL')]"
191,QUALITÉS PERSONNELLES Flexibilité Capacité d adaptation Sens de responsabilité et d initiative L esprit d équipe,"[(22, 33, 'SKILL'), (34, 55, 'SKILL'), (56, 94, 'SKILL'), (97, 112, 'SKILL')]"
192,"Compétences Motivé, dynamique, esprit d équipe , Flexibilité et sens de la responsabilité .","[(12, 18, 'SKILL'), (20, 29, 'SKILL'), (31, 46, 'SKILL'), (49, 60, 'SKILL'), (64, 89, 'SKILL')]"
193,Atouts Motivation Adaptable Autonomie Esprit d'équipe,"[(7, 17, 'SKILL'), (18, 27, 'SKILL'), (28, 37, 'SKILL'), (38, 53, 'SKILL')]"
194,Creativity Analytical mindset Team work Adaptability Rigor,"[(0, 10, 'SKILL'), (11, 29, 'SKILL'), (30, 39, 'SKILL'), (40, 52, 'SKILL'), (53, 58, 'SKILL')]"
195,Atouts - Autonome - Dynamique - Travail en équipe - Capacité d adaptation,"[(9, 17, 'SKILL'), (20, 29, 'SKILL'), (32, 49, 'SKILL'), (52, 73, 'SKILL')]"
196,"Ambitieux, sérieux, dynamique, esprit d équipe, Sens de responsabilité.","[(0, 9, 'SKILL'), (11, 18, 'SKILL'), (20, 29, 'SKILL'), (31, 46, 'SKILL'), (48, 70, 'SKILL')]"
197,Atouts Implication Esprit de l'équipe Motivation,"[(7, 18, 'SKILL'), (19, 37, 'SKILL'), (38, 48, 'SKILL')]"
198,"Qualités Esprit d équipe, flexible, résistance au stress ,sens de l organisation Associative","[(9, 24, 'SKILL'), (26, 34, 'SKILL'), (36, 56, 'SKILL'), (58, 80, 'SKILL'), (81, 92, 'SKILL')]"
199,"Dynamique, Bon relationnel et Esprit d équipe","[(0, 9, 'SKILL'), (11, 26, 'SKILL'), (30, 45, 'SKILL')]"
200,Les compétences comportementales Esprit d équipe. Le sens de responsabilité. Polyvalence. Ambitieux. Capacité d autoformation.,"[(33, 48, 'SKILL'), (77, 88, 'SKILL'), (90, 99, 'SKILL'), (101, 125, 'SKILL'), (50, 75, 'SKILL')]"
201,"DIVERS Distinction Autonomie, Rigueur, réactivité et aisance relationnelle.","[(19, 28, 'SKILL'), (30, 37, 'SKILL'), (39, 49, 'SKILL'), (53, 74, 'SKILL')]"
202,Sociable Organisée Avertie,"[(0, 8, 'SKILL'), (9, 18, 'SKILL'), (19, 26, 'SKILL')]"
203,Capacité d analyse et de synthèse Connaissances des produits financiers.,"[(34, 71, 'SKILL'), (0, 33, 'SKILL')]"
204,Résistance au stresse. Esprit d équipe. Le sens d adaptation et d écoute Sens du relationnel,"[(0, 21, 'SKILL'), (23, 38, 'SKILL'), (73, 92, 'SKILL'), (40, 72, 'SKILL')]"
205,COMPETENCES Esprit d équipe,"[(12, 27, 'SKILL')]"
206,ATOUTS Esprit d'équipe Esprit d'analyse Rapidité d'adaptation Sens de Challenge,"[(7, 22, 'SKILL'), (23, 39, 'SKILL'), (40, 61, 'SKILL'), (62, 79, 'SKILL')]"
207,QUALITES PERSONNELLES Dynamisme. Gestion du stress. Prise de l initiative. Ponctuel. Responsable. Sens de créativité.,"[(22, 31, 'SKILL'), (33, 50, 'SKILL'), (52, 73, 'SKILL'), (75, 83, 'SKILL'), (85, 96, 'SKILL'), (98, 116, 'SKILL')]"
208,"Dynamique, Bon Relationnel et Esprit d équipe","[(0, 9, 'SKILL'), (11, 26, 'SKILL'), (30, 45, 'SKILL')]"
209,Assets Team spirit Ability to solve problems Adaptability,"[(7, 18, 'SKILL'), (19, 44, 'SKILL'), (45, 57, 'SKILL')]"
210,COMPETENCES PROFESSIONNELLES Le Sens de la responsabilité L Aisance relationnelle La Maitrise des techniques de management L esprit d équipe La gestion des conflits La Maîtrise des techniques de vente La Maîtrise des techniques de prospection commerciale,"[(32, 57, 'SKILL'), (60, 81, 'SKILL'), (98, 122, 'SKILL'), (125, 140, 'SKILL'), (144, 164, 'SKILL'), (168, 200, 'SKILL'), (204, 254, 'SKILL')]"
211,"QUALITES PERSONNELLES ET CENTRES D INTERETS Curieux Sociable Sérieux Responsable Motivé, et doté d un important sens d écoute.","[(44, 51, 'SKILL'), (52, 60, 'SKILL'), (61, 68, 'SKILL'), (69, 80, 'SKILL'), (81, 87, 'SKILL'), (92, 125, 'SKILL')]"
212,Qualités professionnelles Esprit d'initiative Curieuse Esprit d analyse et de synthèse Capacité de travail en équipe et d adaptation,"[(26, 45, 'SKILL'), (46, 54, 'SKILL'), (55, 86, 'SKILL'), (87, 132, 'SKILL')]"
213,ATOUTS Enthousiasme Polyvalence Esprit d'équipe,"[(7, 19, 'SKILL'), (20, 31, 'SKILL'), (32, 47, 'SKILL')]"
214,COMPÉTENCES PERSO ApprentissageRapide Autonome Travailenéquipe Organisation Flexibilité Professionnalisme Responsabilité MultiTasking Travaillersouspression,"[(18, 37, 'SKILL'), (38, 46, 'SKILL'), (47, 62, 'SKILL'), (63, 75, 'SKILL'), (76, 87, 'SKILL'), (88, 105, 'SKILL'), (106, 133, 'SKILL'), (134, 156, 'SKILL')]"
215,Qualités Personnelles - Aisance relationnelle - Sens de communication et d écoute - L'esprit d'analyse et de synthèse - Le travail en équipe - Discipliné et organisé - Sens de responsabilité,"[(24, 45, 'SKILL'), (123, 140, 'SKILL'), (143, 165, 'SKILL'), (168, 190, 'SKILL'), (48, 81, 'SKILL'), (84, 117, 'SKILL')]"
216,PERSONALITE Leadership Capacité d analyse Rigour eux Esprit d équipe,"[(12, 22, 'SKILL'), (23, 41, 'SKILL'), (42, 48, 'SKILL'), (53, 68, 'SKILL')]"
217,Atouts Esprit d équipe Innovateur Prévoyant Curieux Autonome Dynamique,"[(7, 22, 'SKILL'), (23, 33, 'SKILL'), (34, 43, 'SKILL'), (44, 51, 'SKILL'), (52, 60, 'SKILL'), (61, 70, 'SKILL')]"
218,- Control System PERSONAL SKILLS Sociability Creativity Curiosity Responsibility Organization,"[(2, 16, 'SKILL'), (33, 44, 'SKILL'), (45, 55, 'SKILL'), (56, 65, 'SKILL'), (66, 80, 'SKILL'), (81, 93, 'SKILL')]"
219,"ATOUTS Autonome, Ambitieux Bon relationnel Responsable, Serviable","[(27, 42, 'SKILL'), (43, 54, 'SKILL'), (7, 15, 'SKILL'), (17, 26, 'SKILL'), (56, 65, 'SKILL')]"
220,QUALITES Organisation Ponctualité Esprit d équipe,"[(9, 21, 'SKILL'), (22, 33, 'SKILL'), (34, 49, 'SKILL')]"
221,COMPÉTENCES Communication Travail en équipe Résolution des problems Ponctualité,"[(12, 25, 'SKILL'), (26, 43, 'SKILL'), (44, 67, 'SKILL'), (68, 79, 'SKILL')]"
222,"Dynamique, déterminé, compétent, ambitieux, professionnellement mobile","[(0, 9, 'SKILL'), (11, 20, 'SKILL'), (22, 31, 'SKILL'), (33, 42, 'SKILL'), (44, 70, 'SKILL')]"
223,Travail en équipe Aisance relationnelle Capacité d adaptation Motivation,"[(0, 17, 'SKILL'), (18, 39, 'SKILL'), (40, 61, 'SKILL'), (62, 72, 'SKILL')]"
224,APTITUDES Esprit d équipe Bon relationnel Capacités d adaptation,"[(10, 25, 'SKILL'), (26, 41, 'SKILL'), (42, 64, 'SKILL')]"
225,PERSONNALITÉ Créatif Innovant Agréable Marrant,"[(13, 20, 'SKILL'), (21, 29, 'SKILL'), (30, 38, 'SKILL'), (39, 46, 'SKILL')]"
226,Sens du contact et de la communication,"[(0, 15, 'SKILL'), (22, 38, 'SKILL')]"
227,PERSONNALITÉ Adaptatitive Polyvalante Serieuse Responsable Organisation,"[(13, 25, 'SKILL'), (26, 37, 'SKILL'), (38, 46, 'SKILL'), (47, 58, 'SKILL'), (59, 71, 'SKILL')]"
228,PERSONNALITE Leader Créatif Organisé Manager Ponctuel,"[(13, 19, 'SKILL'), (20, 27, 'SKILL'), (28, 36, 'SKILL'), (37, 44, 'SKILL'), (45, 53, 'SKILL')]"
229,PERSONAL COMPETENCE CREATIVITY REACTIVITY RELIABLE RIGOR,"[(20, 30, 'SKILL'), (31, 41, 'SKILL'), (42, 50, 'SKILL'), (51, 56, 'SKILL')]"
230,INFOS EN + Esprit d équipe Sens de responsabilité Motivation et flexibilité,"[(11, 26, 'SKILL'), (27, 49, 'SKILL'), (50, 60, 'SKILL'), (64, 75, 'SKILL')]"
231,PERSONNALITÉ Adaptatitive Polyvalante Serieuse Responsable Organisation,"[(13, 25, 'SKILL'), (26, 37, 'SKILL'), (38, 46, 'SKILL'), (47, 58, 'SKILL'), (59, 71, 'SKILL')]"
232,QUALITÉS Sérieux Relationnel Communication,"[(9, 16, 'SKILL'), (17, 28, 'SKILL'), (29, 42, 'SKILL')]"
233,COMPETENCES Prise d'initiatives et résolution de problèmes Facilité d'adaptation et d'apprentissage Aptitude à travailler enéquipe,"[(12, 31, 'SKILL'), (35, 58, 'SKILL'), (59, 99, 'SKILL'), (100, 130, 'SKILL')]"
234,Communication Adaptabilité Leadership Gestion d'équipe Organisation Empathie,"[(0, 13, 'SKILL'), (14, 26, 'SKILL'), (27, 37, 'SKILL'), (38, 54, 'SKILL'), (55, 67, 'SKILL'), (68, 76, 'SKILL')]"
